ssgrp_nom,meal_name,test_name,test_value,meal_value
plats composés,"Poisson blanc à l'estragon, préemballé",Vitamine B6,51,-
plats composés,"Poisson blanc sauce oseille, préemballé",Vitamine B6,51,"0,058"
plats composés,"Saumon farci, préemballé",Vitamine B6,51,-
plats composés,Brochette de poisson,Vitamine B6,51,"0,26"
plats composés,Brochette de crevettes,Vitamine B6,51,"0,11"
plats composés,"Poisson en sauce, surgelé",Vitamine B6,51,"0,17"
plats composés,Poisson cuit (aliment moyen),Vitamine B6,51,"0,33"
plats composés,"Poisson blanc, cuit (aliment moyen)",Vitamine B6,51,"0,21"
plats composés,"Poisson blanc, de mer, cuit (aliment moyen)",Vitamine B6,51,"0,21"
plats composés,Paëlla,Vitamine B6,51,"0,12"
plats composés,Couscous au poisson,Vitamine B6,51,"0,1"
plats composés,"Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson, préemballé",Vitamine B6,51,"< 0,05"
plats composés,Sushi ou Maki aux produits de la mer,Vitamine B6,51,"0,15"
plats composés,Terrine ou mousse de légumes,Vitamine B6,51,"0,36"
plats composés,Flan de légumes,Vitamine B6,51,"0,073"
plats composés,"Haricots blancs à la sauce tomate, appertisés",Vitamine B6,51,-
plats composés,"Piperade basquaise, préemballée",Vitamine B6,51,"0,063"
plats composés,"Poêlée de légumes assaisonnés sans champignon, surgelée, crue",Vitamine B6,51,-
plats composés,"Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue",Vitamine B6,51,-
plats composés,"Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue",Vitamine B6,51,-
plats composés,"Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée",Vitamine B6,51,-
plats composés,"Ratatouille cuisinée, préemballée",Vitamine B6,51,"0,04"
plats composés,"Épinards à la crème, préemballés",Vitamine B6,51,-
plats composés,"Gratin d'aubergine, préemballé",Vitamine B6,51,-
plats composés,Gratin dauphinois,Vitamine B6,51,"0,04"
plats composés,Endive au jambon,Vitamine B6,51,"0,11"
plats composés,"Gratin de chou-fleur, préemballé",Vitamine B6,51,-
plats composés,Gratin de légumes,Vitamine B6,51,"0,11"
plats composés,"Riste d'aubergines (aubergines, tomates, oignons), préemballée",Vitamine B6,51,-
plats composés,"Palet ou galette de légumes, préfrit, surgelé",Vitamine B6,51,-
plats composés,"Palet ou galette de légumes, préfrit, surgelé, cuit",Vitamine B6,51,"0,088"
plats composés,"Choucroute, sans garniture, égouttée, cuite",Vitamine B6,51,"0,055"
plats composés,"Tomate à la provençale, fait maison",Vitamine B6,51,"0,11"
plats composés,Beignet de légumes,Vitamine B6,51,"0,12"
plats composés,"Falafel ou Boulette de pois-chiche et/ou fève, frite",Vitamine B6,51,"0,17"
plats composés,"Gratin de légumes en sauce blanche type béchamel, cuit",Vitamine B6,51,"0,052"
plats composés,"Falafel ou Boulette de pois-chiche et/ou fève, préemballé",Vitamine B6,51,"0,082"
plats composés,"Blé dur précuit cuisiné, en sachet micro-ondable",Vitamine B6,51,"0,12"
plats composés,"Blé dur précuit, grains entiers, cuisiné, à poêler",Vitamine B6,51,-
plats composés,"Ravioli à la viande, sauce tomate, appertisé",Vitamine B6,51,"0,15"
plats composés,Lasagnes ou cannelloni à la viande (bolognaise),Vitamine B6,51,"0,12"
plats composés,"Pâtes à la bolognaise (spaghetti, tagliatelles…)",Vitamine B6,51,"0,14"
plats composés,Riz cantonais,Vitamine B6,51,"0,085"
plats composés,"Ravioli chinois à la vapeur à la crevette, cuit",Vitamine B6,51,"0,038"
plats composés,Gratin de pâtes,Vitamine B6,51,"0,06"
plats composés,"Lasagnes ou cannellonis aux légumes, préemballées, cuits",Vitamine B6,51,-
plats composés,"Pâtes à la carbonara (spaghetti, tagliatelles…)",Vitamine B6,51,"0,06"
plats composés,"Lasagnes ou cannellonis au poisson, préemballées",Vitamine B6,51,-
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, cuites",Vitamine B6,51,"0,04"
plats composés,"Couscous de légumes, préemballé",Vitamine B6,51,-
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, cuites",Vitamine B6,51,"0,058"
plats composés,"Pâtes fraîches farcies (ex : raviolis, totellinis), à la viande (ex : bolognaise), préemballées, crues",Vitamine B6,51,-
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), à la viande (ex : bolognaise), préemballées, cuites",Vitamine B6,51,"0,051"
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, préemballées, crues",Vitamine B6,51,"< 0,05"
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, crues",Vitamine B6,51,-
plats composés,Nouilles sautées/poêlées aux crevettes,Vitamine B6,51,"0,056"
plats composés,"Riz blanc, avec poulet, préemballé, cuit",Vitamine B6,51,-
plats composés,"Riz blanc, avec légumes et viande, préemballé, cuit",Vitamine B6,51,-
plats composés,"Risotto, aux légumes, préemballé",Vitamine B6,51,-
plats composés,"Risotto, aux fruits de mer, préemballé",Vitamine B6,51,-
plats composés,"Risotto, aux fromages, préemballé",Vitamine B6,51,-
plats composés,"Raviolis aux légumes, sauce tomate, appertisés",Vitamine B6,51,"0,096"
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, cuites",Vitamine B6,51,"0,038"
plats composés,"Pâtes en sauce aux fromages (spaghetti, tagliatelles…), préemballées",Vitamine B6,51,-
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, crues",Vitamine B6,51,-
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), cuites (aliment moyen)",Vitamine B6,51,"0,047"
plats composés,"Feuille de vigne farcie au riz ou dolmas, égouttée, préemballée",Vitamine B6,51,"0,042"
plats composés,"Lasagnes ou cannellonis aux légumes, préemballés, cuits",Vitamine B6,51,"0,08"
plats composés,"Lasagnes ou cannellonis aux légumes et au fromage de chèvre, préemballés, cuits",Vitamine B6,51,"0,047"
plats composés,"Lasagnes ou cannellonis au fromage et aux épinards, préemballés",Vitamine B6,51,-
plats composés,"Aligot (purée de pomme de terre à la tomme fraîche), préemballé",Vitamine B6,51,-
plats composés,"Fromage de chèvre pané à dorer, préemballé",Vitamine B6,51,"0,035"
plats composés,Soufflé au fromage,Vitamine B6,51,"0,06"
plats composés,"Tartiflette, préemballée",Vitamine B6,51,"0,13"
plats composés,Gougère,Vitamine B6,51,"0,11"
plats composés,"Préparation à base de fromage(s) pour fondue savoyarde, préemballée",Vitamine B6,51,"0,065"
plats composés,Fromage pané au jambon,Vitamine B6,51,"0,25"
plats composés,Escalope végétale ou steak à base de soja,Vitamine B6,51,"0,08"
plats composés,Tempeh,Vitamine B6,51,"0,091"
plats composés,"Nuggets de blé (sans soja), préemballé",Vitamine B6,51,"0,026"
plats composés,"Nuggets soja et blé (ne convient pas aux véganes ou végétaliens), préemballé",Vitamine B6,51,"0,056"
plats composés,"Nuggets soja et blé (convient aux véganes ou végétaliens), préemballé",Vitamine B6,51,"0,042"
plats composés,Pané soja et blé (ne convient pas aux véganes ou végétaliens),Vitamine B6,51,"0,048"
plats composés,"Bâtonnet pané soja et blé (convient aux véganes ou végétaliens), préemballée",Vitamine B6,51,"0,075"
plats composés,"Escalope panée, soja, blé et fromage, type cordon bleu, préemballée",Vitamine B6,51,"0,045"
plats composés,"Raviolis au tofu, à la sauce tomate, préemballés",Vitamine B6,51,"0,033"
plats composés,"Galette de céréales au fromage (sans soja), préemballé",Vitamine B6,51,"0,047"
plats composés,"Galette de céréales aux légumes (sans soja), préemballé",Vitamine B6,51,"0,054"
plats composés,"Boulette végétale au soja et/ou blé, préemballée",Vitamine B6,51,"0,057"
plats composés,"Galette ou pavé aux lentilles, soja et légumes, préemballé",Vitamine B6,51,"0,052"
plats composés,"Galette ou pavé au blé (seitan) et légumes, préemballé",Vitamine B6,51,"0,049"
plats composés,"Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé",Vitamine B6,51,"0,052"
plats composés,"Galette ou pavé au blé et soja (ne convient pas aux véganes ou végétaliens), préemballé",Vitamine B6,51,"0,06"
plats composés,"Galette ou pavé au soja et fromage, préemballé",Vitamine B6,51,"0,057"
plats composés,"Galette ou pavé au soja et légumes, préemballé",Vitamine B6,51,"0,043"
plats composés,"Galette ou pavé au soja, fromage et légumes, préemballé",Vitamine B6,51,"0,055"
plats composés,"Haché végétal à base de soja, préemballé",Vitamine B6,51,"0,081"
,,Vitamine B6,51,
"pizzas, tartes et crêpes salées","Pizza au fromage ou Pizza margherita, préemballée",Vitamine B6,51,"0,086"
"pizzas, tartes et crêpes salées","Quiche lorraine, préemballée",Vitamine B6,51,"0,095"
"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel jambon, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel jambon fromage, préemballée",Vitamine B6,51,"0,11"
"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel champignon, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Tarte aux légumes, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Pizza jambon fromage, préemballée",Vitamine B6,51,"0,2"
"pizzas, tartes et crêpes salées","Tarte au fromage, préemballée",Vitamine B6,51,"0,07"
"pizzas, tartes et crêpes salées","Tarte à la provençale, préemballée",Vitamine B6,51,"0,1"
"pizzas, tartes et crêpes salées","Pizza à la viande, type bolognaise, préemballée",Vitamine B6,51,"0,14"
"pizzas, tartes et crêpes salées",Burritos,Vitamine B6,51,"0,11"
"pizzas, tartes et crêpes salées",Fajitas,Vitamine B6,51,"0,24"
"pizzas, tartes et crêpes salées","Pizza au chorizo ou salami, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Pizza aux fruits de mer, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Pizza au saumon, préemballée",Vitamine B6,51,"0,093"
"pizzas, tartes et crêpes salées","Pizza au chèvre et lardons, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Pizza aux légumes ou Pizza 4 saisons, préemballée",Vitamine B6,51,"0,099"
"pizzas, tartes et crêpes salées","Pizza champignons fromage, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Pizza 4 fromages, préemballée",Vitamine B6,51,"0,15"
"pizzas, tartes et crêpes salées",Pizza (aliment moyen),Vitamine B6,51,"0,16"
"pizzas, tartes et crêpes salées","Pissaladière, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Tarte à l'oignon, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Pizza jambon fromage champignons ou pizza royale, reine ou regina, préemballée",Vitamine B6,51,"0,17"
"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel fromage, préemballée",Vitamine B6,51,"0,08"
"pizzas, tartes et crêpes salées","Flammenkueche ou Tarte flambée aux lardons, préemballée",Vitamine B6,51,"0,21"
"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel jambon fromage champignon, préemballée",Vitamine B6,51,"0,1"
"pizzas, tartes et crêpes salées","Tarte ou Tourte aux poireaux, préemballée",Vitamine B6,51,"0,06"
"pizzas, tartes et crêpes salées","Tarte au saumon, préemballée",Vitamine B6,51,"0,17"
"pizzas, tartes et crêpes salées","Tourte au riesling, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Tarte à la tomate, préemballée",Vitamine B6,51,"0,091"
"pizzas, tartes et crêpes salées","Crêpe ou Galette complète (oeuf, jambon, fromage), préemballée",Vitamine B6,51,"0,11"
"pizzas, tartes et crêpes salées","Tarte aux noix de Saint-Jacques, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Pastilla au poulet, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Pizza aux lardons, oignons et fromage, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Crêpe ou Galette aux noix de St Jacques, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées",Tarte ou quiche salée (aliment moyen),Vitamine B6,51,"0,11"
"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel champignon, cuite, préemballée",Vitamine B6,51,"0,027"
"pizzas, tartes et crêpes salées","Tarte au maroilles ou Flamiche au maroilles, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée au poisson et / ou fruits de mer, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Ficelle picarde, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Tarte épinard chèvre, préemballée",Vitamine B6,51,"0,054"
"pizzas, tartes et crêpes salées","Tielle sétoise, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Pizza au thon, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Pizza kebab, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Pizza au poulet, préemballée",Vitamine B6,51,-
"pizzas, tartes et crêpes salées","Pizza type raclette ou tartiflette, préemballée",Vitamine B6,51,-
sandwichs,"Focaccia, garnie",Vitamine B6,51,-
sandwichs,"Fougasse, garnie",Vitamine B6,51,"0,1"
sandwichs,"Croque-monsieur, fait maison",Vitamine B6,51,0
sandwichs,"Hot-dog, préemballé",Vitamine B6,51,"0,068"
sandwichs,"Hamburger, provenant de fast food",Vitamine B6,51,"0,11"
sandwichs,"Cheeseburger, provenant de fast food",Vitamine B6,51,"0,37"
sandwichs,"Double cheeseburger, provenant de fast food",Vitamine B6,51,"0,2"
sandwichs,"Burger au poisson, provenant de fast food",Vitamine B6,51,"0,066"
sandwichs,"Sandwich grec ou Kebab, pita, crudités",Vitamine B6,51,-
sandwichs,"Sandwich grec ou Kebab, baguette, crudités",Vitamine B6,51,"0,13"
sandwichs,"Sandwich baguette, thon, crudités (tomate, salade), mayonnaise",Vitamine B6,51,"0,13"
sandwichs,"Sandwich panini, jambon cru, mozzarella, tomates",Vitamine B6,51,-
sandwichs,"Sandwich baguette, jambon, oeuf dur, crudités (tomate, salade), beurre",Vitamine B6,51,"0,13"
sandwichs,"Sandwich baguette, poulet, crudités (tomate, salade), mayonnaise",Vitamine B6,51,"0,15"
sandwichs,"Sandwich baguette, jambon emmental, préemballé",Vitamine B6,51,-
sandwichs,"Sandwich baguette, saumon fumé, beurre",Vitamine B6,51,"0,23"
sandwichs,"Sandwich baguette, thon, maïs, crudités, préemballé",Vitamine B6,51,-
sandwichs,Burger au poulet,Vitamine B6,51,"0,16"
sandwichs,Pan bagnat,Vitamine B6,51,"0,13"
sandwichs,"Sandwich baguette, jambon, beurre",Vitamine B6,51,"0,17"
sandwichs,"Sandwich baguette, camembert, beurre",Vitamine B6,51,"0,13"
sandwichs,"Sandwich baguette, pâté, cornichons",Vitamine B6,51,"0,14"
sandwichs,"Sandwich baguette, saucisson, beurre",Vitamine B6,51,"0,24"
sandwichs,"Sandwich baguette, jambon, emmental, beurre",Vitamine B6,51,"0,14"
sandwichs,Sandwich (aliment moyen),Vitamine B6,51,
sandwichs,"Toasts ou Canapés salés, garnitures diverses, préemballés",Vitamine B6,51,"0,16"
sandwichs,"Sandwich baguette, crudités diverses, mayonnaise",Vitamine B6,51,"0,092"
sandwichs,"Sandwich baguette, dinde, crudités (tomate, salade), mayonnaise",Vitamine B6,51,"0,16"
sandwichs,"Sandwich baguette, oeuf, crudités (tomate, salade), mayonnaise",Vitamine B6,51,"0,092"
sandwichs,"Sandwich baguette, porc, crudités (tomate, salade), mayonnaise",Vitamine B6,51,"0,16"
sandwichs,"Sandwich baguette, merguez, ketchup moutarde",Vitamine B6,51,"0,15"
sandwichs,"Sandwich baguette, salami, beurre",Vitamine B6,51,"0,14"
sandwichs,Croque-madame,Vitamine B6,51,"0,035"
sandwichs,Sandwich baguette (aliment moyen),Vitamine B6,51,
sandwichs,"Sandwich pain de mie, garnitures diverses, préemballé",Vitamine B6,51,-
sandwichs,"Croque-monsieur, préemballé",Vitamine B6,51,"< 0,05"
sandwichs,"Sandwich pain de mie complet, jambon, crudités, fromage optionnel, préemballé",Vitamine B6,51,-
sandwichs,"Sandwich pain de mie complet, thon, crudités, mayonnaise, préemballé",Vitamine B6,51,-
sandwichs,"Sandwich pain de mie complet, jambon, fromage, préemballé",Vitamine B6,51,-
sandwichs,"Sandwich pain de mie complet, poulet, crudités, mayonnaise, préemballé",Vitamine B6,51,-
feuilletées et autres entrées,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.), préemballé",Vitamine B6,51,-
feuilletées et autres entrées,"Samossa ou Samoussa, préemballé, cuit",Vitamine B6,51,"0,13"
feuilletées et autres entrées,Feuilleté au poisson et / ou fruits de mer,Vitamine B6,51,"0,22"
feuilletées et autres entrées,"Spécialité chinoise type bouchée à la vapeur, préemballée, cuite",Vitamine B6,51,-
feuilletées et autres entrées,"Feuilleté aux escargots, préemballé",Vitamine B6,51,-
feuilletées et autres entrées,Feuilleté ou Friand au fromage,Vitamine B6,51,"0,06"
feuilletées et autres entrées,"Feuilleté ou Friand à la viande, préemballé",Vitamine B6,51,-
feuilletées et autres entrées,"Bouchée à la reine, à la viande/volaille/quenelle",Vitamine B6,51,"0,044"
feuilletées et autres entrées,Croissant au jambon,Vitamine B6,51,-
feuilletées et autres entrées,Rouleau de printemps,Vitamine B6,51,"0,11"
feuilletées et autres entrées,Nem ou Pâté impérial,Vitamine B6,51,"0,12"
feuilletées et autres entrées,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.), fait maison, cuit",Vitamine B6,51,"0,19"
feuilletées et autres entrées,"Bouchée à la reine, au poisson et fruits de mer",Vitamine B6,51,"0,079"
feuilletées et autres entrées,Feuilleté ou Friand jambon fromage,Vitamine B6,51,"0,078"
feuilletées et autres entrées,"Beignet de viande, volaille ou poisson, fait maison, cru",Vitamine B6,51,"0,24"
feuilletées et autres entrées,"Brick à l'oeuf, fait maison, cuit",Vitamine B6,51,"0,1"
feuilletées et autres entrées,Brick au boeuf,Vitamine B6,51,"0,16"
feuilletées et autres entrées,"Brick à la pomme de terre, fait maison, cuit",Vitamine B6,51,"0,19"
feuilletées et autres entrées,Feuilleté salé (aliment moyen),Vitamine B6,51,"0,092"
feuilletées et autres entrées,"Bouchée à la reine, garnie (aliment moyen)",Vitamine B6,51,"0,062"
feuilletées et autres entrées,"Nem ou Pâté impérial, au poulet, préemballé, cuit",Vitamine B6,51,"0,079"
feuilletées et autres entrées,"Nem ou Pâté impérial, au porc, préemballé, cuit",Vitamine B6,51,"0,08"
feuilletées et autres entrées,"Nem ou Pâté impérial, aux crevettes et/ou au crabe, préemballé, cuit",Vitamine B6,51,"0,056"
feuilletées et autres entrées,"Croissant au jambon fromage, préemballé",Vitamine B6,51,-
légumes,"Avocat, pulpe, cru",Vitamine B6,51,"0,17"
légumes,"Bette ou blette, crue",Vitamine B6,51,"0,036"
légumes,"Carotte, crue",Vitamine B6,51,"0,093"
légumes,"Champignon, tout type, cru",Vitamine B6,51,"0,082"
légumes,"Salade ou chicorée frisée, crue",Vitamine B6,51,"0,063"
légumes,"Chou rouge, cru",Vitamine B6,51,"0,14"
légumes,"Chou-fleur, cru",Vitamine B6,51,"0,22"
légumes,"Concombre, pulpe et peau, cru",Vitamine B6,51,"0,037"
légumes,"Courgette, pulpe et peau, crue",Vitamine B6,51,"0,19"
légumes,"Cresson de fontaine, cru",Vitamine B6,51,"0,13"
légumes,"Céleri branche, cru",Vitamine B6,51,"0,052"
légumes,"Endive, crue",Vitamine B6,51,"0,026"
légumes,"Fenouil, cru",Vitamine B6,51,"0,05"
légumes,"Laitue, crue",Vitamine B6,51,"0,09"
légumes,"Oignon, cru",Vitamine B6,51,"0,1"
légumes,"Pissenlit, cru",Vitamine B6,51,"0,25"
légumes,"Poireau, cru",Vitamine B6,51,"0,24"
légumes,"Poivron, vert, jaune ou rouge, cru",Vitamine B6,51,"0,38"
légumes,"Potiron, cru",Vitamine B6,51,"0,061"
légumes,"Radis rouge, cru",Vitamine B6,51,"0,063"
légumes,"Tomate, crue",Vitamine B6,51,"0,082"
légumes,"Artichaut, cru",Vitamine B6,51,"0,11"
légumes,"Aubergine, crue",Vitamine B6,51,"0,082"
légumes,"Cardon, cru",Vitamine B6,51,"0,12"
légumes,"Céleri-rave, cru",Vitamine B6,51,"0,2"
légumes,"Champignon de Paris ou champignon de couche, cru",Vitamine B6,51,"0,1"
légumes,"Brocoli, cru",Vitamine B6,51,"0,17"
légumes,"Chou de Bruxelles, cru",Vitamine B6,51,"0,25"
légumes,"Épinard, cru",Vitamine B6,51,"0,21"
légumes,"Haricot vert, cru",Vitamine B6,51,"0,12"
légumes,"Navet, pelé, cru",Vitamine B6,51,"0,085"
légumes,"Chou-rave, cru",Vitamine B6,51,"0,15"
légumes,"Chou vert, cru",Vitamine B6,51,"0,15"
légumes,"Haricot vert, surgelé, cru",Vitamine B6,51,"0,068"
légumes,"Petits pois, crus",Vitamine B6,51,"0,16"
légumes,"Asperge, pelée, crue",Vitamine B6,51,"0,076"
légumes,"Chou-fleur, surgelé, cru",Vitamine B6,51,"0,12"
légumes,"Épinard, surgelé, cru",Vitamine B6,51,"0,18"
légumes,"Petits pois, surgelés, crus",Vitamine B6,51,"0,08"
légumes,"Poivron vert, cru",Vitamine B6,51,"0,21"
légumes,"Poivron rouge, cru",Vitamine B6,51,"0,31"
légumes,"Radis noir, cru",Vitamine B6,51,"0,077"
légumes,"Scarole, crue",Vitamine B6,51,"0,02"
légumes,"Betterave rouge, crue",Vitamine B6,51,"0,059"
légumes,"Échalote, crue",Vitamine B6,51,"0,1"
légumes,"Mâche, crue",Vitamine B6,51,"0,096"
légumes,"Légumes, mélange surgelé, crus",Vitamine B6,51,"0,096"
légumes,"Champignon, chanterelle ou girolle, crue",Vitamine B6,51,"0,042"
légumes,"Champignon, morille, crue",Vitamine B6,51,"0,14"
légumes,"Champignon, truffe noire, crue",Vitamine B6,51,"0,18"
légumes,"Maïs doux, en épis, surgelé, cru",Vitamine B6,51,"0,18"
légumes,"Oseille, crue",Vitamine B6,51,"0,12"
légumes,"Champignon, pleurote, crue",Vitamine B6,51,"0,11"
légumes,"Chou blanc, cru",Vitamine B6,51,"0,17"
légumes,"Tomate verte, crue",Vitamine B6,51,"0,081"
légumes,"Batavia, crue",Vitamine B6,51,"0,051"
légumes,"Haricot de Lima, cru",Vitamine B6,51,"0,2"
légumes,"Courge musquée, pulpe, crue",Vitamine B6,51,-
légumes,"Potimarron, pulpe, cru",Vitamine B6,51,"0,05"
légumes,"Courge hokkaïdo, pulpe, crue",Vitamine B6,51,-
légumes,"Courge melonnette, pulpe, crue",Vitamine B6,51,-
légumes,"Courge doubeurre (butternut), pulpe, crue",Vitamine B6,51,"0,15"
légumes,"Courge, crue",Vitamine B6,51,"0,13"
légumes,"Courge spaghetti, pulpe, crue",Vitamine B6,51,"0,1"
légumes,"Piment, cru",Vitamine B6,51,"0,39"
légumes,"Champignon, oronge vraie, crue",Vitamine B6,51,"0,18"
légumes,"Champignon, cèpe, cru",Vitamine B6,51,"0,18"
légumes,"Champignon, rosé des prés, cru",Vitamine B6,51,"0,18"
légumes,"Chicorée rouge, crue",Vitamine B6,51,"0,07"
légumes,"Chicorée verte, crue",Vitamine B6,51,"0,02"
légumes,"Citrouille, pulpe, crue",Vitamine B6,51,"0,061"
légumes,"Chou chinois ou pak-choi ou pé-tsai, cru",Vitamine B6,51,"0,19"
légumes,"Poivron jaune, cru",Vitamine B6,51,"0,079"
légumes,"Laitue romaine, crue",Vitamine B6,51,"0,074"
légumes,"Tomate cerise, crue",Vitamine B6,51,"0,096"
légumes,"Pois mange-tout ou pois gourmand, cru",Vitamine B6,51,"0,16"
légumes,"Panais, cru",Vitamine B6,51,"0,1"
légumes,"Haricot mungo germé ou pousse de ""soja"", cru",Vitamine B6,51,"0,06"
légumes,"Tomate côtelée ou coeur de boeuf, crue",Vitamine B6,51,"0,057"
légumes,"Haricot beurre, cru",Vitamine B6,51,"0,087"
légumes,"Salsifis noir, ou scorsonère d'Espagne, cru",Vitamine B6,51,"0,07"
légumes,"Bambou, pousse, crue",Vitamine B6,51,"0,24"
légumes,"Cresson alénois, cru",Vitamine B6,51,"0,27"
légumes,"Laitue iceberg, crue",Vitamine B6,51,"0,048"
légumes,"Rutabaga, cru",Vitamine B6,51,"0,11"
légumes,"Haricot beurre, surgelé, cru",Vitamine B6,51,"0,042"
légumes,"Brocoli, surgelé, cru",Vitamine B6,51,"0,18"
légumes,"Chou de Bruxelles, surgelé, cru",Vitamine B6,51,"0,19"
légumes,"Carotte, surgelée, crue",Vitamine B6,51,"0,095"
légumes,"Concombre, pulpe, cru",Vitamine B6,51,"0,042"
légumes,"Petits pois et carottes, surgelés, crus",Vitamine B6,51,"0,1"
légumes,"Roquette, crue",Vitamine B6,51,"0,073"
légumes,"Chou frisé, cru",Vitamine B6,51,"0,31"
légumes,"Champignon de Paris ou champignon de couche, surgelé, cru",Vitamine B6,51,-
légumes,"Courgette, pulpe et peau, surgelée, crue",Vitamine B6,51,"0,05"
légumes,"Crosne, surgelé, cru",Vitamine B6,51,-
légumes,"Artichaut, fond, surgelé, cru",Vitamine B6,51,-
légumes,"Maïs doux, surgelé, cru",Vitamine B6,51,"0,18"
légumes,"Navet, surgelé, cru",Vitamine B6,51,"0,048"
légumes,"Oignon, surgelé, cru",Vitamine B6,51,"0,084"
légumes,"Poireau, surgelé, cru",Vitamine B6,51,-
légumes,"Salsifis, surgelé, cru",Vitamine B6,51,-
légumes,"Oignon rouge, cru",Vitamine B6,51,"0,049"
légumes,"Oignon jaune, cru",Vitamine B6,51,"0,064"
légumes,"Légumes pour potages, surgelés, crus",Vitamine B6,51,-
légumes,"Julienne ou brunoise de légumes, surgelée, crue",Vitamine B6,51,-
légumes,"Légumes pour ratatouille, surgelés",Vitamine B6,51,-
légumes,"Printanière de légumes, surgelée, crue (haricots verts, carottes, pomme de terre, petits pois, oignons)",Vitamine B6,51,-
légumes,"Haricot plat, cru",Vitamine B6,51,-
légumes,"Épinard, jeunes pousses pour salades, cru",Vitamine B6,51,"0,15"
légumes,"Mesclun ou salade, mélange de jeunes pousses",Vitamine B6,51,-
légumes,"Tomate ronde, crue",Vitamine B6,51,"0,07"
légumes,"Asperge, verte, crue",Vitamine B6,51,"0,15"
légumes,"Chou romanesco ou brocoli à pomme, cru",Vitamine B6,51,"0,22"
légumes,"Asperge, blanche ou violette, pelée, crue",Vitamine B6,51,"0,072"
légumes,"Salicorne (Salicornia sp.), fraîche",Vitamine B6,51,-
légumes,"Salade sucrine, crue",Vitamine B6,51,"0,068"
légumes,"Salade feuille de chêne, crue",Vitamine B6,51,"0,069"
légumes,"Légumes pour couscous, surgelés, crus",Vitamine B6,51,-
légumes,"Tomate grappe, crue",Vitamine B6,51,"0,07"
légumes,"Salade verte, crue, sans assaisonnement",Vitamine B6,51,"0,052"
légumes,"Banane plantain, crue",Vitamine B6,51,"0,3"
légumes,"Chayote ou christophine ou chouchou, bouillie/cuite à l'eau",Vitamine B6,51,"0,12"
légumes,"Artichaut, cuit",Vitamine B6,51,"0,081"
légumes,"Asperge, bouillie/cuite à l'eau",Vitamine B6,51,"0,05"
légumes,"Aubergine, cuite",Vitamine B6,51,"0,086"
légumes,"Betterave rouge, cuite",Vitamine B6,51,"0,031"
légumes,"Bette ou blette, cuite",Vitamine B6,51,"0,024"
légumes,"Brocoli, cuit",Vitamine B6,51,"< 0,05"
légumes,"Carotte, appertisée, égouttée",Vitamine B6,51,"0,11"
